ID,Source,Label,Human_annotation_median,Sentence,Category,Split
EsCoLA_778,GDE07,1,1,Los progresos que se lograron fueron bien valorados por la opinión pública.,7,train
EsCoLA_5784,GDE36,1,1,Julia parecía tener razón.,10,train
EsCoLA_9044,GDE52,1,1,Estuvieron pintando la fachada desde las cinco de la mañana.,9,train
EsCoLA_1660,GDE15,1,1,María se abrió las venas.,5,train
EsCoLA_5508,GDE34,0,0,La prueba está de que no había nadie.,2,train
EsCoLA_5436,GDE34,0,0,Habla con algún alumno de la Facultad que tengas confianza con él.,7,train
EsCoLA_4782,GDE32,1,1,Que se muriera me resultó insoportable.,8,train
EsCoLA_1214,GDE12,0,0,Detienen a un vagabundo por el agredir a un viandante.,10,train
EsCoLA_2846,GDE19,0,0,La negó conocer.,14,train
EsCoLA_2135,GDE17,1,0,Teo leyó menos libros que tebeos dices que creía Ana que quería Luz que leyese Juan.,13,train
EsCoLA_7492,GDE42,0,0,"Compré varias botellas, pero sólo me bebí la media.",13,train
EsCoLA_5760,GDE36,1,1,"Es una locura, por su parte, conducir borracho.",10,train
EsCoLA_3353,GDE23,0,0,El submarino se le hundió el acorazado.,14,train
EsCoLA_8398,GDE49,1,1,Es una barbaridad que golpee a los clientes.,4,train
EsCoLA_3278,GDE23,1,1,Se ayudaron entre sí.,6,train
EsCoLA_1615,GDE15,1,1,Su gato bajaba por mi balcón.,13,train
EsCoLA_351,GDE04,1,1,Gómez es tocayo de Pérez.,11,train
EsCoLA_5965,GDE36,1,1,"La abuela, con sus aspavientos, hizo llorar al bebé.",4,train
EsCoLA_5239,GDE32,1,0,Se puede imputar su fracaso a que no haya trabajado lo suficiente.,5,train
EsCoLA_8899,GDE51,1,1,"Por fin, ya ha acabado de llover.",9,train
EsCoLA_4310,GDE30,1,1,Juan le organizó un sorteo al Casino.,14,train
EsCoLA_5276,GDE33,1,1,La sugerencia de que la reunión se adelantara fue bien acogida.,14,train
EsCoLA_4678,GDE32,0,0,La sabemos.,14,train
EsCoLA_4504,GDE30,1,1,La situación se me aclaró.,14,train
EsCoLA_9705,GDE58,1,1,Llueve tanto que es una bendición.,12,train
EsCoLA_5532,GDE35,0,0,Andrea explicó: «¿Quién va al partido?»,7,train
EsCoLA_7676,GDE42,0,0,Ahora todo es problemas.,14,train
EsCoLA_7038,GDE40,1,1,No es cierto que María juegue al mus mejor que nadie.,9,train
EsCoLA_379,GDE04,1,1,Es ansioso.,2,train
EsCoLA_6029,GDE36,1,1,Le gusta viajar en verano.,14,train
EsCoLA_6465,GDE37,1,1,Este vino me parece de una gran calidad.,2,train
EsCoLA_10001,GDE60,1,1,¿Podrías venir mañana?,3,train
EsCoLA_7071,GDE40,1,1,Es mejor ganar poco que no perder el trabajo.,13,train
EsCoLA_1298,GDE12,0,0,María es volcán.,2,train
EsCoLA_3146,GDE23,0,1,Juan le apela a menudo a ella.,6,train
EsCoLA_8869,GDE51,1,1,Creo que está lloviendo.,9,train
EsCoLA_6496,GDE37,0,0,Juan me parece saber la noticia.,10,train
EsCoLA_6314,GDE36,0,0,Lo mejor para ti sería ir yo también.,10,train
EsCoLA_6220,GDE36,1,1,La encontré a los dos días de haber llegado.,10,train
EsCoLA_1827,GDE16,1,1,Salieron muchos del túnel ilesos.,13,train
EsCoLA_5305,GDE33,1,1,Comprendemos su necesidad de volver a la universidad.,3,train
EsCoLA_1948,GDE16,1,1,Este pescado es todo raspas.,13,train
EsCoLA_7666,GDE42,1,1,"Elena y María son profesoras, y mi prima y tu hermano alumnos suyos.",14,train
EsCoLA_8099,GDE48,1,1,Hace tres años que los alemanes bombardearon Londres.,3,train
EsCoLA_5107,GDE32,1,1,Por una vez no se quejó de que no le hubieran avisado con tiempo.,9,train
EsCoLA_763,GDE07,1,1,Donó al museo la pluma con la que solía escribir todas sus novelas.,7,train
EsCoLA_7635,GDE42,1,0,Va ya dos horas que vino.,14,train
EsCoLA_4077,GDE29,1,1,Ya me estoy aburriendo de tanta tontería que se oye.,9,train
EsCoLA_2195,GDE17,0,0,La compra de más armas por parte de Israel a los EEUU que por parte de Siria la URS agravó el conflicto.,13,train
EsCoLA_8542,GDE50,1,1,Me molesta que sea él quien lo ha hecho.,7,train
EsCoLA_6308,GDE36,0,0,Este abono hace las plantas.,1,train
EsCoLA_791,GDE07,1,1,"La placa fue hallada en la casa de Comillas, donde vivió en su juventud.",7,train
EsCoLA_9093,GDE52,1,1,Llevo varios meses esperando tu respuesta.,9,train
EsCoLA_9111,GDE52,1,1,Queda proclamada la República.,9,train
EsCoLA_7174,GDE41,1,1,Vi una foto y un dibujo de Miguel y de Marta.,12,train
EsCoLA_7762,GDE43,1,1,Luis cuida a su madre mucho mejor que Antonia a la suya.,14,train
EsCoLA_1562,GDE15,1,1,La cómoda modernista pertenece a Juan.,1,train
EsCoLA_1205,GDE12,1,1,Les han prohibido acercarse al lugar de los hechos.,10,train
EsCoLA_5870,GDE36,1,1,Vimos arder los bosques.,10,train
EsCoLA_7120,GDE41,1,1,"A Marta y a Miguel, les traje un regalo.",14,train
EsCoLA_2263,GDE17,1,1,Yo no conozco peor futbolista que Maradona.,13,train
EsCoLA_4958,GDE32,1,1,Se imagina que todos lo miran.,14,train
EsCoLA_5167,GDE32,1,1,Se conformó con que le pagaran un adelanto.,5,train
EsCoLA_10554,GDE65,0,0,Que le dio el ataque fue aquí.,7,train
EsCoLA_4336,GDE30,1,1,Roberto pisó la cola del gato.,11,train
EsCoLA_4703,GDE32,1,1,Ya no quedaban más que dos posibilidades.,13,train
EsCoLA_3803,GDE27,1,1,Los hace.,14,train
EsCoLA_9282,GDE53,0,0,"Cantando nosotros, llovía.",3,train
EsCoLA_5172,GDE32,1,0,No se satisface de que apruebe la mitad de los alumnos.,5,train
EsCoLA_4386,GDE30,0,0,Para ti te sería conveniente el ejercicio.,14,train
EsCoLA_2495,GDE17,0,0,Escuché lo cantado de fados.,11,train
EsCoLA_517,GDE04,0,0,Hay vasos llenos mucho.,13,train
EsCoLA_6456,GDE37,1,1,Antonio parece estudiante de filosofía pura.,2,train
EsCoLA_3089,GDE23,1,0,Juan confía en sí.,6,train
EsCoLA_7641,GDE42,1,1,Esas faldas ya no se suelen llevar ahora.,14,train
EsCoLA_159,GDE03,1,1,El sur es una zona industrial.,14,train
EsCoLA_4806,GDE32,1,1,El que uno lo niegue lo acredita de necio.,14,train
EsCoLA_1568,GDE15,1,1,La caza convierte a uno en un enamorado de su perro.,13,train
EsCoLA_9488,GDE56,1,1,Te castigará por haber roto el jarrón.,10,train
EsCoLA_7252,GDE41,1,0,Clark Kent o Supermán saben la verdad.,14,train
EsCoLA_5043,GDE32,1,1,"Contigo me hubiese quedado a merendar, a cenar y a dormir.",10,train
EsCoLA_4999,GDE32,1,1,Juan me propuso llevar el coche.,10,train
EsCoLA_3444,GDE24,0,0,Por fin el niño se arrepintió a Lola.,6,train
EsCoLA_8356,GDE49,1,1,No dice que es inteligente.,8,train
EsCoLA_9263,GDE53,1,1,"Estudiando yo tercero, murió mi padre.",3,train
EsCoLA_5386,GDE34,1,1,Viene a avisarle de que sonó la hora del trabajo.,14,train
EsCoLA_9619,GDE57,1,1,No iré con vosotros al cine excepto que Juana me lleve luego a casa en coche.,12,train
EsCoLA_3594,GDE25,1,1,La humedad estropeó los hierros de la verja.,1,train
EsCoLA_4519,GDE30,0,0,Vi la reparación del coche a Ricardo.,4,train
EsCoLA_1034,GDE08,1,1,"Aunque respetuoso y comedido por regla general, aquel día Pedro se alteró.",12,train
EsCoLA_4258,GDE30,1,1,Este edificio pertenece a los sindicatos.,4,train
EsCoLA_4013,GDE29,1,1,Ambos conceptos equivalen claramente entre sí.,6,train
EsCoLA_2927,GDE20,1,1,Me compusieron el auto.,14,train
EsCoLA_9959,GDE60,1,1,Tú quédate aquí.,6,train
EsCoLA_10357,GDE65,1,1,Como lo hicimos fue entre tú y yo.,6,train
EsCoLA_5329,GDE33,0,0,Hay una ciudad de Madrid.,3,train
EsCoLA_5620,GDE35,1,1,Dijo los nombres de los elegidos.,11,train
EsCoLA_2021,GDE16,0,0,No confía en nadie de mis amigos.,9,train
EsCoLA_6990,GDE40,1,0,Poca gente estaría de acuerdo con ninguna de sus propuestas.,9,train
EsCoLA_1375,GDE12,1,0,A una foca le gusta el pescado.,14,train
EsCoLA_6413,GDE37,1,1,La actriz está cantando.,2,train
EsCoLA_3430,GDE24,1,1,Le llevé varios regalos a Guillermo.,14,train
EsCoLA_163,GDE03,1,0,La moderación es moderación salarial.,2,train
EsCoLA_6758,GDE39,1,1,Sigue con los ojos cerrados.,3,train
EsCoLA_9698,GDE58,0,0,Habla de cosas absurdamente explicadas que mueve a risa.,12,train
EsCoLA_4020,GDE29,1,1,Los organizadores desistieron de mantener una «batalla del tomate».,4,train
EsCoLA_9553,GDE57,1,1,Mañana por la tarde iré a ver la exposición.,3,train
EsCoLA_157,GDE03,1,1,El acontecimiento fue una elección municipal.,2,train
EsCoLA_8764,GDE51,1,1,Llegué a comer el segundo plato.,9,train
EsCoLA_1217,GDE12,1,1,El por qué sea así ignoro.,7,train
EsCoLA_6607,GDE38,1,1,Todavía te hacía de vacaciones.,3,train
EsCoLA_1941,GDE16,1,1,La casa estaba toda ella derrumbada.,13,train
EsCoLA_4227,GDE30,1,1,A Ana le repugna el olor de la gasolina.,14,train
EsCoLA_7832,GDE43,1,1,La mayoría no estaba de acuerdo con nuestra propuesta.,14,train
EsCoLA_8007,GDE48,0,1,"Durante el congreso, Juan ya había abandonado la ciudad.",3,train
EsCoLA_9878,GDE60,1,1,¿Cuánto ha ganado usted con la administración de nuestra comunidad?,7,train
EsCoLA_5997,GDE36,0,1,La abuela no se lo ha sugerido tomar.,14,train
EsCoLA_4873,GDE32,1,1,No dudo que la mujer tenga los mismos derechos que el hombre.,8,train
EsCoLA_1602,GDE15,0,0,Cada profesor examinará a tus alumnos.,13,train
EsCoLA_6531,GDE38,1,1,Entró que echaba chispas.,12,train
EsCoLA_9316,GDE53,0,0,María ganó una medalla como bailando ballet.,3,train
EsCoLA_9646,GDE57,1,1,"Escriba como escriba ese periodista, no es un buen orador.",12,train
EsCoLA_8478,GDE49,1,1,Pienso que Luis ha cumplido con su obligación.,4,train
EsCoLA_8294,GDE48,0,0,Juan trabajará en la fábrica desde que muera su padre.,3,train
EsCoLA_8929,GDE51,1,1,Esto es lo que vino a ser confirmado por todos los presentes.,9,train
EsCoLA_6472,GDE37,1,1,Pedro me pareció muy simpático.,2,train
EsCoLA_9012,GDE52,0,1,¿Estás trabajando?  Lo estoy.,9,train
EsCoLA_7990,GDE48,0,0,Juan llegó durante media hora.,3,train
EsCoLA_3572,GDE25,1,1,El barco se hundió a causa de la explosión.,5,train
EsCoLA_5024,GDE32,1,1,Eva me contestó eso.,14,train
EsCoLA_8030,GDE48,1,1,Yo ya se lo dije ayer.,3,train
EsCoLA_5012,GDE32,0,0,Me la aconsejó olvidar para siempre.,14,train
EsCoLA_5866,GDE36,1,1,La he oído quejarse toda la noche.,10,train
EsCoLA_7429,GDE42,1,1,No está la persona por la cual preguntas.,7,train
EsCoLA_8402,GDE49,1,1,Comprendo que necesite tiempo.,8,train
EsCoLA_3213,GDE23,1,1,Los niños se golpeaban los unos a los otros.,6,train
EsCoLA_1952,GDE16,0,0,Toda su madre es corazón.,13,train
EsCoLA_5587,GDE35,0,0,Investigó que cómo se podía hacer eso.,7,train
EsCoLA_1042,GDE08,1,0,"Orador notable, Ático era un escritor mediocre.",3,train
EsCoLA_4261,GDE30,0,0,"Si pertenece este edificio, es a los sindicatos.",4,train
EsCoLA_9343,GDE53,1,1,Juan llegó al hospital con la cara sangrando.,3,train
EsCoLA_8437,GDE49,1,1,Vigila que el niño se lave las manos antes de comer.,8,train
EsCoLA_1317,GDE12,1,1,Son las cosas que a uno le sacan de quicio.,7,train
EsCoLA_2990,GDE20,1,1,"Mi tío conoce muy bien a su vecina, y sólo él la visita.",6,train
EsCoLA_3654,GDE25,1,1,La ciudad está rodeada de montañas.,2,train
EsCoLA_7863,GDE47,1,1,Juan llamó a María.,4,train
EsCoLA_1072,GDE08,0,0,El tonto de Juan lo peina.,6,train
EsCoLA_2820,GDE19,1,1,Quiero seguirtelo explicando.,14,train
EsCoLA_8618,GDE50,1,1,Se quedarán tranquilos en caso de que puedas ir a verlos.,12,train
EsCoLA_5819,GDE36,0,0,Julia ha visto el desfile a los soldados.,11,train
EsCoLA_799,GDE07,1,1,El marido de Luisa y el de quien tú ya sabes pertenecen a la misma asociación.,7,train
EsCoLA_5668,GDE35,1,0,No le susurró que si la llamaba más tarde.,7,train
EsCoLA_8166,GDE48,1,1,"Cuando el heredero al trono no es inteligente, es probable que tenga problemas con el ejército.",12,train
EsCoLA_6099,GDE36,1,1,¿No te da vergüenza de estar aquí?,10,train
EsCoLA_4089,GDE30,1,1,Si algo envió ayer Pepe a María fueron rosas.,12,train
EsCoLA_929,GDE07,1,1,Allí me pondré en contacto con quien me pueda informar de la situación.,7,train
EsCoLA_1824,GDE16,1,1,Todos los vecinos caben en el ascensor.,13,train
EsCoLA_5744,GDE36,0,0,Es evidente beber cerveza en Alemania.,10,train
EsCoLA_858,GDE07,1,1,"Aquel hombre, sobre el cual no tuvo empacho en expresar sus opiniones, era una pobre víctima.",7,train
EsCoLA_7763,GDE43,1,1,Yo llegué a mi casa antes que Pedro a la oficina.,14,train
EsCoLA_3893,GDE27,1,1,El libro nos dice que hay que ser pacientes.,8,train
EsCoLA_7411,GDE42,0,0,Vimos a varios hombres; cada llevaba un hacha.,13,train
EsCoLA_1245,GDE12,1,1,He utilizado uno de menor graduación.,13,train
EsCoLA_4995,GDE32,1,1,Ana le permite a su hijo salir por la noche.,14,train
EsCoLA_3412,GDE24,0,1,Patty le hizo estudiar a la fuerza.,10,train
EsCoLA_2814,GDE19,0,0,He amádolo mucho.,14,train
EsCoLA_9822,GDE59,1,0,"Aunque me dará el dinero esta tarde, ahora no me lo gasto.",12,train
EsCoLA_4676,GDE32,0,0,Todos sabemos esta.,1,train
EsCoLA_10541,GDE65,0,0,Lo que hice fue propósito de eludir su vigilancia.,10,train
EsCoLA_5347,GDE34,0,0,Me consta de que acudió poca gente al concierto.,14,train
EsCoLA_6424,GDE37,0,0,Pepe está de buen humor del todo.,2,train
EsCoLA_9757,GDE58,0,0,Pero se ha hecho muy tarde que nos prometió que vendría a buscarnos.,12,train
EsCoLA_765,GDE07,1,1,"Donó al museo la pluma, con la que solía escribir todas sus novelas.",7,train
EsCoLA_10178,GDE62,1,1,Pedro está convencido de que es una tontería ir.,14,train
EsCoLA_10550,GDE65,0,0,Incluso quien lo sabe es él.,7,train
EsCoLA_8666,GDE50,0,0,Vino para que les hubiese explicado un problema de geometría.,14,train
EsCoLA_5798,GDE36,0,0,El castillo amenaza con que se destruirá.,8,train
EsCoLA_9404,GDE54,1,1,"Si llueve, no irá a verte.",12,train
EsCoLA_4642,GDE31,1,1,Me sorprende qué bien canta María.,7,train
EsCoLA_8489,GDE49,0,1,Lo interesante será que vendrá.,14,train
EsCoLA_4649,GDE31,1,1,Me sorprendió lo inteligentes que los estudiantes pretendían ser.,7,train
EsCoLA_5192,GDE32,1,1,Apostó por que ganara Juan.,12,train
EsCoLA_1207,GDE12,1,1,No les dejéis salirse con la suya.,10,train
EsCoLA_215,GDE03,1,1,El posible ratero siempre provoca miedo.,13,train
EsCoLA_6860,GDE40,1,1,Lo hice para nada.,9,train
EsCoLA_591,GDE05,1,1,"María compró muchos libros, pero Juan sólo compró tres.",12,train
EsCoLA_5161,GDE32,1,1,El director reparó en la calidad de varios candidatos.,4,train
EsCoLA_6255,GDE36,1,1,Sólo cumplió con su deber.,4,train
EsCoLA_10149,GDE62,0,0,Olvidé cuánto ¡joroba con el niño! come.,7,train
EsCoLA_3890,GDE27,1,1,Aquí falta café.,3,train
EsCoLA_10557,GDE65,0,0,Del cajón es de lo que me gusta el tirador del escritorio de Juan.,7,train
EsCoLA_5693,GDE35,1,0,Preguntó que quién había llegado cuándo.,7,train
EsCoLA_386,GDE04,0,0,"Tiene un pariente, pero es cercano.",12,train
EsCoLA_2530,GDE19,0,0,María que sabe idiomas tendrá que traducir.,7,train
EsCoLA_1622,GDE15,0,1,Le operaron la nariz chata.,14,train
EsCoLA_9869,GDE59,1,1,"No está desesperado, sino un poco preocupado.",12,train
EsCoLA_8976,GDE52,0,0,Finalizó nevando.,9,train
EsCoLA_390,GDE04,1,1,"Hay un problema, pero es difícil.",12,train
EsCoLA_5340,GDE33,0,0,Hubo la angustia de ella de que se hable de estos temas.,14,train
EsCoLA_1612,GDE15,1,1,Juan movió su cabeza.,13,train
EsCoLA_7757,GDE43,0,0,Luis comió y Pedro arroz.,14,train
EsCoLA_3956,GDE28,1,1,Besaron a un niño.,4,train
EsCoLA_6916,GDE40,1,1,Ningún periodista que haya estado jamás en el Tíbet puede dejar de denunciar su situación.,9,train
EsCoLA_3405,GDE24,1,1,Vi a Michel lavar el coche.,10,train
EsCoLA_8647,GDE50,1,1,No encontrará a nadie cuando llegue.,3,train
EsCoLA_1106,GDE08,1,1,Su descripción de Juan en pijama nos hizo reír.,11,train
EsCoLA_4579,GDE31,1,1,Cuando estoy preocupado no sé quién llega.,7,train
EsCoLA_4328,GDE30,1,1,María robó el dinero de Juan.,11,train
EsCoLA_1930,GDE16,1,1,La niña estaba toda asustada.,13,train
EsCoLA_1798,GDE16,1,1,Los robos fueron ambos descubiertos por el mismo detective.,13,train
EsCoLA_10555,GDE65,0,0,"Si vengo alguien, soy yo.",12,train
EsCoLA_7618,GDE42,1,1,Las personas de esa clase no me gustan.,14,train
EsCoLA_4069,GDE29,1,1,No te has limitado a remover tu pasado.,10,train
EsCoLA_1385,GDE12,1,1,Los madrileños han mostrado entusiasmo por el cine del este.,11,train
EsCoLA_4668,GDE31,1,1,¿Cuándo dijiste que llegaba María?,7,train
EsCoLA_8577,GDE50,1,1,Se comporta de tal manera que casi no tiene amigos.,12,train
EsCoLA_4008,GDE29,1,1,"La cosa no tiene arreglo; así que no pienses más, o te volverás loco.",12,train
EsCoLA_7947,GDE47,0,1,El concursante de Burgos ha encontrado las llaves del coche mientras su contrincante ha encontrado las del apartamento.,3,train
EsCoLA_4624,GDE31,1,1,La novela que está leyendo me sorprendió.,7,train
EsCoLA_39,GDE01,1,1,Se quitaron las chaquetas.,5,train
EsCoLA_8800,GDE51,1,1,Diez kg de cocaína lograron entrar por el aeropuerto de Barajas.,9,train
EsCoLA_6800,GDE39,0,1,"Es el mal de muchos, consuelo de tontos.",2,train
EsCoLA_7822,GDE43,1,1,Aquella música me puso nervioso.,2,train
EsCoLA_2276,GDE17,1,1,¿Cuántos años más que tu abuelo tiene tu abuela?,7,train
EsCoLA_8022,GDE48,0,0,Juan todavía tuvo un resfriado.,3,train
EsCoLA_4616,GDE31,1,1,Es interesante cómo ha crecido ese chico.,7,train
EsCoLA_5187,GDE32,1,1,Me conformo con que lo hagas para junio.,14,train
EsCoLA_9567,GDE57,0,0,"Si hubieras ido de viaje a Canarias, tráeme una calculadora.",14,train
EsCoLA_4637,GDE31,0,0,Dijo lo inteligentes que eran los estudiantes.,7,train
EsCoLA_3269,GDE23,1,1,Eran ambos hermanos de una orden religiosa.,13,train
EsCoLA_4697,GDE32,0,0,Lamento la sorpresa de que estuvieras triste la otra noche.,14,train
EsCoLA_685,GDE06,1,1,Juan es adicto a los caramelos de menta.,11,train
EsCoLA_6137,GDE36,1,1,El juez reconoce haber cometido un error.,10,train
EsCoLA_4330,GDE30,1,1,Juan puso la mano sobre el hombro del niño.,3,train
EsCoLA_8714,GDE51,0,0,Aquí no tiene que fumarse.,9,train
EsCoLA_2943,GDE20,1,1,Juan me pregunta por ti cada vez que hablo con él.,14,train
EsCoLA_88,GDE01,1,1,Los más humildes serán recompensados.,13,train
EsCoLA_6406,GDE37,1,1,Estás estupendamente.,2,train
EsCoLA_2828,GDE19,0,0,Lo estoy por decir.,14,train
EsCoLA_9741,GDE58,0,0,Se comporta de modo que agradó a todos.,14,train
EsCoLA_5439,GDE34,0,0,Me acuerdo que no había gente cuando te encontré.,14,train
EsCoLA_9107,GDE52,0,0,¿Cómo se encuentran las armas?,5,train
EsCoLA_2278,GDE17,1,1,Mi abuelo tiene más años que mi abuela.,13,train
EsCoLA_6922,GDE40,1,1,"La prensa no dijo que el alcalde era el responsable, sino su ayudante.",9,train
EsCoLA_8036,GDE48,1,1,Lo acabará al día siguiente.,3,train
EsCoLA_3294,GDE23,1,1,Se confiaron el uno al otro.,6,train
EsCoLA_5807,GDE36,1,1,Veía a los niños regar los claveles.,10,train
EsCoLA_1518,GDE13,1,1,"Que podría ser jefe de policía de Santa Ana, porque la vida es lo suficientemente extraña.",12,train
EsCoLA_8319,GDE48,1,0,Hasta las cuatro llega.,3,train
EsCoLA_445,GDE04,0,0,El tribunal descaradamente eligió a ese candidato entre otros mejores.,12,train
EsCoLA_4728,GDE32,1,1,Caben cien estudiantes en el aula.,3,train
EsCoLA_9731,GDE58,0,0,Se las arreglaba que a él no le tocara hacer guardias.,12,train
EsCoLA_3052,GDE21,0,0,Las ballenas escasean cada vez más y es difícil encontrar en el mar.,14,train
EsCoLA_4916,GDE32,1,1,Lo sabíamos todos.,14,train
EsCoLA_6754,GDE39,1,0,"Cerrados los ojos, es fácil dejarse llevar por la música.",3,train
EsCoLA_8969,GDE51,0,0,Estudiar por las tardes es lo que yo suelo.,7,train
EsCoLA_4100,GDE30,1,1,Compuso una sonata al alba.,3,train
EsCoLA_9881,GDE60,1,1,¿Te callas?,14,train
EsCoLA_8698,GDE51,1,1,Deben discutirse los problemas.,9,train
EsCoLA_378,GDE04,1,1,Está seguro de lo que quiere.,14,train
EsCoLA_5854,GDE36,0,0,Julia ha visto mirarlos.,14,train
EsCoLA_6453,GDE37,1,1,Luis nos parece serio y trabajador.,2,train
EsCoLA_2981,GDE20,1,1,Ana se enoja cada vez que ella pierde y su marido gana.,6,train
EsCoLA_6977,GDE40,0,0,Juan duda que la política sea interesante sino apasionante.,12,train
EsCoLA_5709,GDE36,0,0,María desea su hijo dejar el tabaco.,10,train
EsCoLA_3296,GDE23,1,1,Se apoyaron mutuamente.,12,train
EsCoLA_660,GDE05,1,1,El de los mineros es un oficio peligroso.,11,train
EsCoLA_97,GDE01,0,0,Hay corbatas marrón.,11,train
EsCoLA_7349,GDE42,0,0,El novelista y cazador no se concedieron ni un respiro.,14,train
EsCoLA_9611,GDE57,1,1,"Como me toque la lotería, te compraré un descapotable.",12,train
EsCoLA_3433,GDE24,1,1,Le besé la mano a María.,14,train
EsCoLA_9313,GDE53,1,1,Desveló el secreto teniendo mucha paciencia.,3,train
EsCoLA_1035,GDE08,1,1,Yo pienso entrar.,10,train
EsCoLA_8352,GDE49,1,1,Es seguro que vino.,8,train
EsCoLA_3719,GDE26,1,1,Los niños españoles que siguen la Escuela Complementaria y aprueban los cursos paralelos franceses y españoles se les convalida automáticamente los estudios por esta Inspección.,14,train
EsCoLA_561,GDE05,1,1,Unos hombres me indicaron el camino.,14,train
EsCoLA_104,GDE01,0,0,La familia estaban de acuerdo.,14,train
EsCoLA_7361,GDE42,1,1,Protestaron los miles de personas que llenaban el estadio.,7,train
EsCoLA_7401,GDE42,0,0,Les debe cierta.,13,train
EsCoLA_291,GDE04,1,1,Juan no lamenta vivir en Atenas.,10,train
EsCoLA_5063,GDE32,1,1,Juan se niega a que se sepa la verdad.,5,train
EsCoLA_1450,GDE12,0,0,Vislumbraba el ante ella.,11,train
EsCoLA_8324,GDE48,0,1,Escribió Madame Bovary durante muy poco tiempo.,3,train
EsCoLA_5736,GDE36,0,0,Estas pastillas han ayudado a digerir.,10,train
EsCoLA_9490,GDE56,1,1,Iremos a tu fiesta por no hacerte un desprecio.,10,train
EsCoLA_6585,GDE38,1,1,El perro hizo añicos los juguetes de los niños.,2,train
EsCoLA_1746,GDE16,1,1,¿Quiénes vamos a ir de vacaciones a Cancún?,7,train
EsCoLA_355,GDE04,1,1,Está orgulloso de su hijo.,14,train
EsCoLA_1412,GDE12,0,0,El atentado contra el presidente es esa noticia de mayor interés del día.,13,train
EsCoLA_5144,GDE32,1,1,Pensó en que todavía no era tarde.,12,train
EsCoLA_3874,GDE27,1,1,"Le basta con eso, con que vengas a verme.",8,train
EsCoLA_3700,GDE26,0,0,Fueron dadas muchas patadas en el partido de la copa.,5,train
EsCoLA_6615,GDE38,1,1,A Marta los novios le gustan con barba.,14,train
EsCoLA_4971,GDE32,1,1,La policía le sacó el bebé de los brazos.,3,train
EsCoLA_1145,GDE12,1,1,Es una historia increíble y no quiero contarte el final.,12,train
EsCoLA_1201,GDE12,1,1,Cree estar bien preparado.,10,train
EsCoLA_4023,GDE29,1,1,En ello estriba su debilidad.,4,train
EsCoLA_4044,GDE29,1,1,Aristóteles pudo diferenciar las cosas materiales de las no materiales.,9,train
EsCoLA_9262,GDE53,1,1,"Entrando María, salía Juan.",3,train
EsCoLA_1118,GDE08,0,0,Se perdió el collar de ese animal vivo.,11,train
EsCoLA_6050,GDE36,1,1,El hecho de abrir Julia la puerta mereció un premio.,10,train
EsCoLA_3502,GDE24,1,1,Kiko es tan feo que asusta a la nena.,13,train
EsCoLA_6537,GDE38,0,0,Ayer la lavé sucia.,3,train
EsCoLA_1447,GDE12,0,0,La con Pedro habló.,11,train
EsCoLA_6081,GDE36,1,1,Los bomberos recomendaron a los vecinos desalojar el edificio.,4,train
EsCoLA_319,GDE04,1,1,Este asunto desafía a la comprensión.,4,train
EsCoLA_3360,GDE24,1,1,Maggie es la mamá de Gabriel.,14,train
EsCoLA_8081,GDE48,1,1,Hace muchos años que no nos vemos.,3,train
EsCoLA_7874,GDE47,0,1,¡Vaya! y yo que creía que está gorda debido a esas vitaminas de las que tanto habla.,8,train
EsCoLA_2751,GDE19,1,0,Le llamaré al taxi.,14,train
EsCoLA_8897,GDE51,1,1,Ya he acabado de leer tu libro.,9,train
EsCoLA_3397,GDE24,0,1,Paul está orgulloso de él.,2,train
EsCoLA_4376,GDE30,1,1,Este chico les es sincero a sus padres.,14,train
EsCoLA_6109,GDE36,1,1,El presidente es fácil de convencer.,10,train
EsCoLA_3240,GDE23,1,1,Los invitados los presentaron unos a otros.,6,train
EsCoLA_9157,GDE52,1,0,Tengo despertado al niño un montón de veces.,9,train
EsCoLA_8916,GDE51,1,1,Has acabado de pasear.,10,train
EsCoLA_3697,GDE26,1,1,A menudo se cruzan las calles sin mirar.,5,train
EsCoLA_1810,GDE16,0,1,Juan y María se casaron los dos.,13,train
EsCoLA_8465,GDE49,1,1,Juan se propone salir.,10,train
EsCoLA_4858,GDE32,1,1,La portavoz fue parca en palabras para lamentar que su partido no ha vuelto a ganar.,8,train
EsCoLA_7704,GDE42,1,1,Habló en serio.,3,train
EsCoLA_878,GDE07,1,1,"Dado lo mucho que trabaja, le convienen unas vacaciones.",12,train
EsCoLA_1455,GDE12,0,0,Hay que ver lo más antipático que es este señor.,7,train
EsCoLA_6274,GDE36,0,0,"Además de que lee novelas, Juan lee poesía.",12,train
EsCoLA_7040,GDE40,1,1,No es cierto que María juegue al mus como nadie.,9,train
EsCoLA_56,GDE01,1,0,Los caballeros que esto oyeron se meten entre una arboleda que cerca del camino había.,11,train
EsCoLA_6213,GDE36,1,1,"Al ella hablar, el silencio crecía.",10,train
EsCoLA_1216,GDE12,0,0,El jefe se marchó sin ni siquiera el despedirse.,10,train
EsCoLA_6959,GDE40,0,1,"Su hijo no aprendió a leer hasta los seis años, o tal vez más tarde.",9,train
EsCoLA_8118,GDE48,1,1,Estaba hablando animadamente con tu hermano cuando de pronto me acordé de que había dejado el gas abierto.,3,train
EsCoLA_6729,GDE39,1,1,"Estás invitado, por supuesto.",12,train
